Date,Close
5/1/2018 16:00:00,24.23
5/2/2018 16:00:00,23.45
5/3/2018 16:00:00,23.77
5/4/2018 16:00:00,24.09
5/7/2018 16:00:00,24.49
5/8/2018 16:00:00,24.46
5/9/2018 16:00:00,24.75
5/10/2018 16:00:00,24.74
5/11/2018 16:00:00,24.82
5/14/2018 16:00:00,24.8
5/15/2018 16:00:00,24.86
5/16/2018 16:00:00,24.94
5/17/2018 16:00:00,24.91
5/18/2018 16:00:00,24.83
5/22/2018 16:00:00,25.1
5/23/2018 16:00:00,25.01
5/24/2018 16:00:00,24.94
5/25/2018 16:00:00,24.93
5/28/2018 16:00:00,24.84
5/29/2018 16:00:00,24.12
5/30/2018 16:00:00,24.36
5/31/2018 16:00:00,24.46
6/1/2018 16:00:00,24.69
6/4/2018 16:00:00,24.76
6/5/2018 16:00:00,24.6
6/6/2018 16:00:00,24.66
6/7/2018 16:00:00,24.75
6/8/2018 16:00:00,24.74
6/11/2018 16:00:00,24.82
6/12/2018 16:00:00,24.84
6/13/2018 16:00:00,24.94
6/14/2018 16:00:00,24.87
6/15/2018 16:00:00,24.92
6/18/2018 16:00:00,24.96
6/19/2018 16:00:00,24.84
6/20/2018 16:00:00,24.84
6/21/2018 16:00:00,24.89
6/22/2018 16:00:00,25.15
6/25/2018 16:00:00,24.35
6/26/2018 16:00:00,24.31
6/27/2018 16:00:00,24.05
6/28/2018 16:00:00,23.63
6/29/2018 16:00:00,23.62
7/3/2018 16:00:00,23.67
7/4/2018 16:00:00,23.69
7/5/2018 16:00:00,23.51
7/6/2018 16:00:00,23.47
7/9/2018 16:00:00,23.68
7/10/2018 16:00:00,23.86
7/11/2018 16:00:00,23.43
7/12/2018 16:00:00,23.53
7/13/2018 16:00:00,23.68
7/16/2018 16:00:00,23.74
7/17/2018 16:00:00,23.86
7/18/2018 16:00:00,24.01
7/19/2018 16:00:00,23.87
7/20/2018 16:00:00,23.58
7/23/2018 16:00:00,23.9
7/24/2018 16:00:00,24.03
7/25/2018 16:00:00,23.89
7/26/2018 16:00:00,24.1
7/27/2018 16:00:00,23.95
7/30/2018 16:00:00,23.88
7/31/2018 16:00:00,24.16
8/1/2018 16:00:00,24.06
8/2/2018 16:00:00,23.78
8/3/2018 16:00:00,23.58
8/7/2018 16:00:00,23.36
8/8/2018 16:00:00,23.4
8/9/2018 16:00:00,24.12
8/10/2018 16:00:00,23.91
8/13/2018 16:00:00,23.93
8/14/2018 16:00:00,24.5
8/15/2018 16:00:00,24.36
8/16/2018 16:00:00,24.54
8/17/2018 16:00:00,24.54
8/20/2018 16:00:00,24.19
8/21/2018 16:00:00,24.16
8/22/2018 16:00:00,24.01
8/23/2018 16:00:00,23.95
8/24/2018 16:00:00,24.02
8/27/2018 16:00:00,24.25
8/28/2018 16:00:00,24.15
8/29/2018 16:00:00,24.24
8/30/2018 16:00:00,24.2
8/31/2018 16:00:00,23.88
9/4/2018 16:00:00,23.62
9/5/2018 16:00:00,23.56
9/6/2018 16:00:00,23.3
9/7/2018 16:00:00,23.26
9/10/2018 16:00:00,23.31
9/11/2018 16:00:00,23.25
9/12/2018 16:00:00,22.73
9/13/2018 16:00:00,22.84
9/14/2018 16:00:00,23.09
9/17/2018 16:00:00,23.04
9/18/2018 16:00:00,23.15
9/19/2018 16:00:00,23.88
9/20/2018 16:00:00,23.98
9/21/2018 16:00:00,24.01
9/24/2018 16:00:00,23.68
9/25/2018 16:00:00,23.48
9/26/2018 16:00:00,23.66
9/27/2018 16:00:00,23.48
9/28/2018 16:00:00,23.09
10/1/2018 16:00:00,23.06
10/2/2018 16:00:00,22.85
10/3/2018 16:00:00,23.19
10/4/2018 16:00:00,22.54
10/5/2018 16:00:00,21.86
10/9/2018 16:00:00,21.93
10/10/2018 16:00:00,20.97
10/11/2018 16:00:00,20.31
10/12/2018 16:00:00,20.52
10/15/2018 16:00:00,19.91
10/16/2018 16:00:00,20.06
10/17/2018 16:00:00,20.59
10/18/2018 16:00:00,20.22
10/19/2018 16:00:00,20.86
10/22/2018 16:00:00,21.15
10/23/2018 16:00:00,21
10/24/2018 16:00:00,20.17
10/25/2018 16:00:00,20.46
10/26/2018 16:00:00,20.15
10/29/2018 16:00:00,19.86
10/30/2018 16:00:00,21.02
10/31/2018 16:00:00,20.73
11/1/2018 16:00:00,20.8
11/2/2018 16:00:00,21.97
11/5/2018 16:00:00,21.61
11/6/2018 16:00:00,21.59
11/7/2018 16:00:00,21.44
11/8/2018 16:00:00,22.33
11/9/2018 16:00:00,22.33
11/12/2018 16:00:00,22.17
11/13/2018 16:00:00,22.33
11/14/2018 16:00:00,22.13
11/15/2018 16:00:00,22
11/16/2018 16:00:00,22.01
11/19/2018 16:00:00,21.77
11/20/2018 16:00:00,21.3
11/21/2018 16:00:00,21.42
11/22/2018 16:00:00,21.77
11/23/2018 16:00:00,21.68
11/26/2018 16:00:00,22
11/27/2018 16:00:00,21.77
11/28/2018 16:00:00,22.02
11/29/2018 16:00:00,21.77
11/30/2018 16:00:00,21.97
12/3/2018 16:00:00,22.03
12/4/2018 16:00:00,21.4
12/5/2018 16:00:00,21.66
12/6/2018 16:00:00,20.75
12/7/2018 16:00:00,20.19
12/10/2018 16:00:00,20.04
12/11/2018 16:00:00,19.85
12/12/2018 16:00:00,19.97
12/13/2018 16:00:00,19.81
12/14/2018 16:00:00,19.69
12/17/2018 16:00:00,19.18
12/18/2018 16:00:00,19.51
12/19/2018 16:00:00,19.52
12/20/2018 16:00:00,19.45
12/21/2018 16:00:00,18.62
12/24/2018 14:30:00,18.5
12/27/2018 16:00:00,19.08
12/28/2018 16:00:00,19.11
12/31/2018 16:00:00,19.37
1/2/2019 16:00:00,19.42
1/3/2019 16:00:00,19.28
1/4/2019 16:00:00,19.88
1/7/2019 16:00:00,19.88
1/8/2019 16:00:00,20.2
1/9/2019 16:00:00,20.64
1/10/2019 16:00:00,20.6
1/11/2019 16:00:00,20.63
1/14/2019 16:00:00,20.58
1/15/2019 16:00:00,20.86
1/16/2019 16:00:00,20.94
1/17/2019 16:00:00,21.06
1/18/2019 16:00:00,21.38
1/21/2019 16:00:00,21.25
1/22/2019 16:00:00,21.06
1/23/2019 16:00:00,21.09
1/24/2019 16:00:00,20.87
1/25/2019 16:00:00,20.86
1/28/2019 16:00:00,20.94
1/29/2019 16:00:00,21.03
1/30/2019 16:00:00,21.05
1/31/2019 16:00:00,21.11
2/1/2019 16:00:00,20.97
2/4/2019 16:00:00,20.69
2/5/2019 16:00:00,20.77
2/6/2019 16:00:00,21
2/7/2019 16:00:00,21.11
2/8/2019 16:00:00,20.82
2/11/2019 16:00:00,20.79
2/12/2019 16:00:00,21.15
2/13/2019 16:00:00,20.93
2/14/2019 16:00:00,21.4
2/15/2019 16:00:00,21.47
2/19/2019 16:00:00,21.83
2/20/2019 16:00:00,22.27
2/21/2019 16:00:00,22.18
2/22/2019 16:00:00,22.31
2/25/2019 16:00:00,22.76
2/26/2019 16:00:00,22.52
2/27/2019 16:00:00,22.46
2/28/2019 16:00:00,22.24
3/1/2019 16:00:00,22.52
3/4/2019 16:00:00,22.6
3/5/2019 16:00:00,22.73
3/6/2019 16:00:00,22.48
3/7/2019 16:00:00,22.23
3/8/2019 16:00:00,22.16
3/11/2019 16:00:00,22.54
3/12/2019 16:00:00,22.48
3/13/2019 16:00:00,22.65
3/14/2019 16:00:00,22.42
3/15/2019 16:00:00,22.61
3/18/2019 16:00:00,23.31
3/19/2019 16:00:00,23.58
3/20/2019 16:00:00,23.2
3/21/2019 16:00:00,22.92
3/22/2019 16:00:00,22.36
3/25/2019 16:00:00,22.13
3/26/2019 16:00:00,22.42
3/27/2019 16:00:00,22.65
3/28/2019 16:00:00,22.67
3/29/2019 16:00:00,22.6
4/1/2019 16:00:00,23.22
4/2/2019 16:00:00,23.25
4/3/2019 16:00:00,23.44
4/4/2019 16:00:00,23.42
4/5/2019 16:00:00,23.62
4/8/2019 16:00:00,23.6
4/9/2019 16:00:00,23.54
4/10/2019 16:00:00,23.7
4/11/2019 16:00:00,24
4/12/2019 16:00:00,24.17
4/15/2019 16:00:00,24.3
4/16/2019 16:00:00,24.54
4/17/2019 16:00:00,24.73
4/18/2019 16:00:00,24.64
4/22/2019 16:00:00,24.43
4/23/2019 16:00:00,24.67
4/24/2019 16:00:00,24.38
4/25/2019 16:00:00,24.45
4/26/2019 16:00:00,24.53
4/29/2019 16:00:00,24.44
4/30/2019 16:00:00,24.67
